order_id,product_id,product_name,category,quantity,unit_price,total_price
ORD00063,PROD0080,Healthy Snack Box,Food & Grocery,2,23.63,47.26
ORD00063,PROD0008,Portable Monitor,Electronics,2,144.34,288.68
ORD00063,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00064,PROD0024,Toaster,Home & Kitchen,1,29.33,29.33
ORD00064,PROD0074,Granola Mix,Food & Grocery,3,13.35,40.05
ORD00065,PROD0021,Coffee Maker,Home & Kitchen,3,168.93,506.79
ORD00066,PROD0041,Python Programming,Books,3,41.14,123.42
ORD00067,PROD0051,Face Moisturizer,Beauty,1,39.06,39.06
ORD00067,PROD0067,Card Game Pack,Toys,1,11.89,11.89
ORD00067,PROD0031,Yoga Mat,Sports,1,68.43,68.43
ORD00068,PROD0015,Summer Dress,Clothing,3,67.24,201.72
ORD00068,PROD0061,LEGO Creator Set,Toys,1,99.16,99.16
ORD00069,PROD0019,Cap,Clothing,1,34.28,34.28
ORD00069,PROD0080,Healthy Snack Box,Food & Grocery,1,23.63,23.63
ORD00070,PROD0008,Portable Monitor,Electronics,1,144.34,144.34
ORD00070,PROD0076,Artisan Pasta,Food & Grocery,2,10.93,21.86
ORD00071,PROD0029,LED Desk Lamp,Home & Kitchen,1,80.09,80.09
ORD00071,PROD0072,Premium Coffee Beans,Food & Grocery,3,43.12,129.36
ORD00071,PROD0075,Extra Virgin Olive Oil,Food & Grocery,2,26.39,52.78
ORD00071,PROD0031,Yoga Mat,Sports,1,68.43,68.43
ORD00072,PROD0070,Plush Stuffed Animal,Toys,1,16.69,16.69
ORD00072,PROD0054,Foundation,Beauty,1,57.15,57.15
ORD00073,PROD0066,RC Racing Car,Toys,2,74.32,148.64
ORD00073,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00074,PROD0001,Wireless Headphones,Electronics,3,220.67,662.01
ORD00074,PROD0062,Strategy Board Game,Toys,2,43.8,87.6
ORD00074,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00075,PROD0018,Ankle Socks,Clothing,1,13.84,13.84
ORD00076,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00076,PROD0009,Phone Case,Electronics,1,22.66,22.66
ORD00076,PROD0030,Throw Pillow,Home & Kitchen,1,42.17,42.17
ORD00076,PROD0003,Bluetooth Speaker,Electronics,2,63.0,126.0
ORD00077,PROD0063,1000-Piece Puzzle,Toys,3,26.71,80.13
ORD00078,PROD0068,Art & Craft Kit,Toys,3,13.06,39.18
ORD00078,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00079,PROD0072,Premium Coffee Beans,Food & Grocery,1,43.12,43.12
ORD00080,PROD0006,Mechanical Keyboard,Electronics,1,151.5,151.5
ORD00080,PROD0076,Artisan Pasta,Food & Grocery,1,10.93,10.93
ORD00081,PROD0042,Data Science Handbook,Books,2,26.6,53.2
ORD00081,PROD0077,Mixed Nuts Pack,Food & Grocery,1,37.44,37.44
ORD00082,PROD0048,World History,Books,1,25.51,25.51
ORD00082,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00082,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00082,PROD0047,Cook Book,Books,2,17.53,35.06
ORD00083,PROD0002,Smart Watch,Electronics,2,110.0,220.0
ORD00083,PROD0078,Raw Honey,Food & Grocery,1,18.09,18.09
ORD00083,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00084,PROD0040,Fitness Tracker,Sports,2,99.28,198.56
ORD00084,PROD0025,Knife Set,Home & Kitchen,2,144.87,289.74
ORD00085,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00085,PROD0018,Ankle Socks,Clothing,2,13.84,27.68
ORD00086,PROD0068,Art & Craft Kit,Toys,2,13.06,26.12
ORD00086,PROD0013,Sneakers,Clothing,2,42.92,85.84
ORD00086,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00087,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00087,PROD0024,Toaster,Home & Kitchen,1,29.33,29.33
ORD00088,PROD0077,Mixed Nuts Pack,Food & Grocery,2,37.44,74.88
ORD00088,PROD0032,Adjustable Dumbbells,Sports,2,159.46,318.92
ORD00089,PROD0041,Python Programming,Books,3,41.14,123.42
ORD00089,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00089,PROD0072,Premium Coffee Beans,Food & Grocery,1,43.12,43.12
ORD00089,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00090,PROD0030,Throw Pillow,Home & Kitchen,3,42.17,126.51
ORD00091,PROD0035,Running Shoes,Sports,1,99.21,99.21
ORD00091,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00092,PROD0074,Granola Mix,Food & Grocery,3,13.35,40.05
ORD00093,PROD0003,Bluetooth Speaker,Electronics,2,63.0,126.0
ORD00093,PROD0046,Science Fiction Novel,Books,3,13.49,40.47
ORD00093,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00093,PROD0061,LEGO Creator Set,Toys,3,99.16,297.48
ORD00094,PROD0042,Data Science Handbook,Books,1,26.6,26.6
ORD00094,PROD0062,Strategy Board Game,Toys,3,43.8,131.4
ORD00095,PROD0076,Artisan Pasta,Food & Grocery,3,10.93,32.79
ORD00095,PROD0051,Face Moisturizer,Beauty,1,39.06,39.06
ORD00096,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00096,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00097,PROD0043,ML Engineering Guide,Books,1,29.52,29.52
ORD00098,PROD0025,Knife Set,Home & Kitchen,2,144.87,289.74
ORD00099,PROD0054,Foundation,Beauty,2,57.15,114.3
ORD00100,PROD0037,Foam Roller,Sports,2,53.18,106.36
ORD00100,PROD0072,Premium Coffee Beans,Food & Grocery,3,43.12,129.36
ORD00100,PROD0077,Mixed Nuts Pack,Food & Grocery,1,37.44,37.44
ORD00101,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00101,PROD0006,Mechanical Keyboard,Electronics,2,151.5,303.0
ORD00102,PROD0036,Jump Rope,Sports,1,20.14,20.14
ORD00102,PROD0055,Argan Shampoo,Beauty,1,29.44,29.44
ORD00102,PROD0007,Gaming Mouse,Electronics,1,109.76,109.76
ORD00102,PROD0078,Raw Honey,Food & Grocery,3,18.09,54.27
ORD00103,PROD0068,Art & Craft Kit,Toys,3,13.06,39.18
ORD00104,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00104,PROD0064,Action Figure,Toys,2,30.54,61.08
ORD00105,PROD0012,Jeans,Clothing,2,65.37,130.74
ORD00106,PROD0035,Running Shoes,Sports,3,99.21,297.63
ORD00107,PROD0048,World History,Books,2,25.51,51.02
ORD00107,PROD0044,Business Strategy,Books,1,25.81,25.81
ORD00107,PROD0039,Protein Shaker,Sports,3,31.54,94.62
ORD00108,PROD0064,Action Figure,Toys,2,30.54,61.08
ORD00108,PROD0005,Webcam,Electronics,1,143.11,143.11
ORD00108,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00109,PROD0046,Science Fiction Novel,Books,1,13.49,13.49
ORD00110,PROD0041,Python Programming,Books,3,41.14,123.42
ORD00111,PROD0008,Portable Monitor,Electronics,1,144.34,144.34
ORD00112,PROD0035,Running Shoes,Sports,1,99.21,99.21
ORD00112,PROD0036,Jump Rope,Sports,3,20.14,60.42
ORD00112,PROD0004,USB-C Hub,Electronics,3,33.39,100.17
ORD00113,PROD0054,Foundation,Beauty,1,57.15,57.15
ORD00114,PROD0058,Eye Cream,Beauty,2,71.04,142.08
ORD00114,PROD0074,Granola Mix,Food & Grocery,1,13.35,13.35
ORD00115,PROD0036,Jump Rope,Sports,3,20.14,60.42
ORD00115,PROD0003,Bluetooth Speaker,Electronics,3,63.0,189.0
ORD00115,PROD0020,Scarf,Clothing,2,12.21,24.42
ORD00115,PROD0001,Wireless Headphones,Electronics,1,220.67,220.67
ORD00116,PROD0059,Vitamin C Serum,Beauty,3,28.13,84.39
ORD00117,PROD0022,Air Fryer,Home & Kitchen,2,143.78,287.56
ORD00117,PROD0072,Premium Coffee Beans,Food & Grocery,2,43.12,86.24
ORD00118,PROD0027,Mug Set,Home & Kitchen,3,18.25,54.75
ORD00118,PROD0075,Extra Virgin Olive Oil,Food & Grocery,1,26.39,26.39
ORD00118,PROD0029,LED Desk Lamp,Home & Kitchen,3,80.09,240.27
ORD00118,PROD0015,Summer Dress,Clothing,3,67.24,201.72
ORD00119,PROD0026,Cutting Board,Home & Kitchen,2,23.46,46.92
ORD00119,PROD0006,Mechanical Keyboard,Electronics,2,151.5,303.0
ORD00119,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00120,PROD0037,Foam Roller,Sports,3,53.18,159.54
ORD00121,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00121,PROD0054,Foundation,Beauty,3,57.15,171.45
ORD00122,PROD0021,Coffee Maker,Home & Kitchen,2,168.93,337.86
ORD00122,PROD0014,Winter Jacket,Clothing,2,87.84,175.68
ORD00122,PROD0051,Face Moisturizer,Beauty,3,39.06,117.18
ORD00122,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00123,PROD0069,Science Experiment Kit,Toys,1,27.62,27.62
ORD00123,PROD0079,Multivitamins,Food & Grocery,2,20.74,41.48
ORD00124,PROD0030,Throw Pillow,Home & Kitchen,2,42.17,84.34
ORD00125,PROD0074,Granola Mix,Food & Grocery,2,13.35,26.7
ORD00125,PROD0051,Face Moisturizer,Beauty,1,39.06,39.06
ORD00125,PROD0042,Data Science Handbook,Books,3,26.6,79.8
ORD00125,PROD0035,Running Shoes,Sports,2,99.21,198.42
ORD00126,PROD0049,Travel Photography,Books,1,39.07,39.07
ORD00126,PROD0060,Nail Polish Set,Beauty,1,16.35,16.35
ORD00126,PROD0001,Wireless Headphones,Electronics,3,220.67,662.01
ORD00126,PROD0078,Raw Honey,Food & Grocery,1,18.09,18.09
ORD00127,PROD0008,Portable Monitor,Electronics,3,144.34,433.02
ORD00128,PROD0048,World History,Books,1,25.51,25.51
ORD00128,PROD0028,Storage Organizer,Home & Kitchen,2,24.84,49.68
ORD00128,PROD0058,Eye Cream,Beauty,2,71.04,142.08
ORD00129,PROD0079,Multivitamins,Food & Grocery,1,20.74,20.74
ORD00129,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00129,PROD0014,Winter Jacket,Clothing,3,87.84,263.52
ORD00130,PROD0043,ML Engineering Guide,Books,3,29.52,88.56
ORD00130,PROD0064,Action Figure,Toys,1,30.54,30.54
ORD00130,PROD0065,Collectible Doll,Toys,2,52.93,105.86
ORD00131,PROD0056,Hair Conditioner,Beauty,3,28.27,84.81
ORD00131,PROD0026,Cutting Board,Home & Kitchen,1,23.46,23.46
ORD00131,PROD0021,Coffee Maker,Home & Kitchen,1,168.93,168.93
ORD00131,PROD0041,Python Programming,Books,2,41.14,82.28
ORD00132,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00132,PROD0031,Yoga Mat,Sports,3,68.43,205.29
ORD00133,PROD0040,Fitness Tracker,Sports,2,99.28,198.56
ORD00133,PROD0026,Cutting Board,Home & Kitchen,2,23.46,46.92
ORD00134,PROD0020,Scarf,Clothing,2,12.21,24.42
ORD00135,PROD0053,Lipstick Set,Beauty,1,19.34,19.34
ORD00135,PROD0075,Extra Virgin Olive Oil,Food & Grocery,3,26.39,79.17
ORD00135,PROD0012,Jeans,Clothing,2,65.37,130.74
ORD00136,PROD0013,Sneakers,Clothing,3,42.92,128.76
ORD00137,PROD0016,Hoodie,Clothing,3,57.25,171.75
ORD00138,PROD0042,Data Science Handbook,Books,1,26.6,26.6
ORD00138,PROD0010,Tablet Stand,Electronics,2,16.34,32.68
ORD00138,PROD0002,Smart Watch,Electronics,1,110.0,110.0
ORD00138,PROD0011,T-Shirt,Clothing,1,18.75,18.75
ORD00139,PROD0011,T-Shirt,Clothing,3,18.75,56.25
ORD00139,PROD0058,Eye Cream,Beauty,3,71.04,213.12
ORD00139,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00139,PROD0020,Scarf,Clothing,2,12.21,24.42
ORD00140,PROD0012,Jeans,Clothing,1,65.37,65.37
ORD00140,PROD0027,Mug Set,Home & Kitchen,3,18.25,54.75
ORD00140,PROD0015,Summer Dress,Clothing,3,67.24,201.72
ORD00141,PROD0003,Bluetooth Speaker,Electronics,1,63.0,63.0
ORD00141,PROD0017,Running Shorts,Clothing,1,23.82,23.82
ORD00142,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00143,PROD0018,Ankle Socks,Clothing,1,13.84,13.84
ORD00144,PROD0034,Water Bottle,Sports,2,49.06,98.12
ORD00144,PROD0014,Winter Jacket,Clothing,3,87.84,263.52
ORD00144,PROD0001,Wireless Headphones,Electronics,1,220.67,220.67
ORD00144,PROD0077,Mixed Nuts Pack,Food & Grocery,3,37.44,112.32
ORD00145,PROD0080,Healthy Snack Box,Food & Grocery,2,23.63,47.26
ORD00146,PROD0051,Face Moisturizer,Beauty,3,39.06,117.18
ORD00146,PROD0027,Mug Set,Home & Kitchen,1,18.25,18.25
ORD00146,PROD0061,LEGO Creator Set,Toys,3,99.16,297.48
ORD00147,PROD0008,Portable Monitor,Electronics,2,144.34,288.68
ORD00147,PROD0034,Water Bottle,Sports,1,49.06,49.06
ORD00147,PROD0078,Raw Honey,Food & Grocery,3,18.09,54.27
ORD00147,PROD0041,Python Programming,Books,1,41.14,41.14
ORD00148,PROD0033,Resistance Bands,Sports,3,26.09,78.27
ORD00148,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00148,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00148,PROD0036,Jump Rope,Sports,3,20.14,60.42
ORD00149,PROD0050,Graphic Novel,Books,2,18.57,37.14
ORD00150,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00150,PROD0068,Art & Craft Kit,Toys,1,13.06,13.06
ORD00150,PROD0064,Action Figure,Toys,3,30.54,91.62
ORD00151,PROD0039,Protein Shaker,Sports,1,31.54,31.54
ORD00152,PROD0054,Foundation,Beauty,3,57.15,171.45
ORD00152,PROD0044,Business Strategy,Books,3,25.81,77.43
ORD00152,PROD0029,LED Desk Lamp,Home & Kitchen,2,80.09,160.18
ORD00152,PROD0056,Hair Conditioner,Beauty,3,28.27,84.81
ORD00153,PROD0071,Whey Protein Bar,Food & Grocery,3,22.38,67.14
ORD00153,PROD0072,Premium Coffee Beans,Food & Grocery,3,43.12,129.36
ORD00154,PROD0005,Webcam,Electronics,2,143.11,286.22
ORD00154,PROD0078,Raw Honey,Food & Grocery,2,18.09,36.18
ORD00154,PROD0013,Sneakers,Clothing,1,42.92,42.92
ORD00155,PROD0080,Healthy Snack Box,Food & Grocery,1,23.63,23.63
ORD00156,PROD0013,Sneakers,Clothing,3,42.92,128.76
ORD00156,PROD0037,Foam Roller,Sports,1,53.18,53.18
ORD00156,PROD0015,Summer Dress,Clothing,2,67.24,134.48
ORD00156,PROD0079,Multivitamins,Food & Grocery,3,20.74,62.22
ORD00157,PROD0042,Data Science Handbook,Books,1,26.6,26.6
ORD00157,PROD0070,Plush Stuffed Animal,Toys,1,16.69,16.69
ORD00157,PROD0036,Jump Rope,Sports,2,20.14,40.28
ORD00157,PROD0047,Cook Book,Books,2,17.53,35.06
ORD00158,PROD0071,Whey Protein Bar,Food & Grocery,2,22.38,44.76
ORD00159,PROD0055,Argan Shampoo,Beauty,2,29.44,58.88
ORD00160,PROD0009,Phone Case,Electronics,3,22.66,67.98
ORD00160,PROD0018,Ankle Socks,Clothing,2,13.84,27.68
ORD00160,PROD0051,Face Moisturizer,Beauty,1,39.06,39.06
ORD00161,PROD0047,Cook Book,Books,2,17.53,35.06
ORD00161,PROD0037,Foam Roller,Sports,2,53.18,106.36
ORD00161,PROD0040,Fitness Tracker,Sports,1,99.28,99.28
ORD00162,PROD0024,Toaster,Home & Kitchen,2,29.33,58.66
ORD00162,PROD0012,Jeans,Clothing,1,65.37,65.37
ORD00163,PROD0021,Coffee Maker,Home & Kitchen,2,168.93,337.86
ORD00163,PROD0065,Collectible Doll,Toys,3,52.93,158.79
ORD00163,PROD0078,Raw Honey,Food & Grocery,3,18.09,54.27
ORD00164,PROD0041,Python Programming,Books,2,41.14,82.28
ORD00164,PROD0024,Toaster,Home & Kitchen,1,29.33,29.33
ORD00165,PROD0013,Sneakers,Clothing,3,42.92,128.76
ORD00166,PROD0017,Running Shorts,Clothing,2,23.82,47.64
ORD00167,PROD0068,Art & Craft Kit,Toys,2,13.06,26.12
ORD00167,PROD0075,Extra Virgin Olive Oil,Food & Grocery,2,26.39,52.78
ORD00167,PROD0056,Hair Conditioner,Beauty,2,28.27,56.54
ORD00167,PROD0043,ML Engineering Guide,Books,2,29.52,59.04
ORD00168,PROD0036,Jump Rope,Sports,1,20.14,20.14
ORD00169,PROD0067,Card Game Pack,Toys,2,11.89,23.78
ORD00170,PROD0060,Nail Polish Set,Beauty,3,16.35,49.05
ORD00170,PROD0017,Running Shorts,Clothing,3,23.82,71.46
ORD00171,PROD0002,Smart Watch,Electronics,2,110.0,220.0
ORD00171,PROD0035,Running Shoes,Sports,2,99.21,198.42
ORD00172,PROD0007,Gaming Mouse,Electronics,2,109.76,219.52
ORD00172,PROD0031,Yoga Mat,Sports,3,68.43,205.29
