customer_id,city,state,join_date
CUST0112,Durham,NC,2023-05-30
CUST0113,Worcester,MA,2023-08-28
CUST0114,Atlanta,GA,2022-12-06
CUST0115,Naperville,IL,2022-04-13
CUST0116,Denver,CO,2023-03-27
CUST0117,Houston,TX,2022-04-13
CUST0118,Nashville,TN,2023-06-23
CUST0119,Naperville,IL,2023-04-13
CUST0120,Augusta,GA,2022-01-16
CUST0121,Detroit,MI,2022-05-28
CUST0122,Charlotte,NC,2023-02-24
CUST0123,Phoenix,AZ,2023-11-02
CUST0124,Phoenix,AZ,2022-06-08
CUST0125,Tucson,AZ,2022-03-18
CUST0126,Denver,CO,2023-04-26
CUST0127,Durham,NC,2022-09-29
CUST0128,Denver,CO,2022-12-13
CUST0129,Memphis,TN,2023-10-01
CUST0130,Colorado Springs,CO,2023-12-11
CUST0131,San Francisco,CA,2023-02-12
CUST0132,Charlotte,NC,2023-10-28
CUST0133,Cincinnati,OH,2022-03-24
CUST0134,Charlotte,NC,2022-12-03
CUST0135,Augusta,GA,2023-11-22
CUST0136,San Diego,CA,2023-07-01
CUST0137,Scottsdale,AZ,2023-01-25
CUST0138,Savannah,GA,2022-11-21
CUST0139,Atlanta,GA,2023-10-04
CUST0140,Memphis,TN,2023-05-15
CUST0141,Spokane,WA,2023-07-09
CUST0142,New York,NY,2022-02-06
CUST0143,Los Angeles,CA,2023-09-25
CUST0144,Atlanta,GA,2022-03-12
CUST0145,Albany,NY,2022-08-29
CUST0146,Buffalo,NY,2023-10-09
CUST0147,San Francisco,CA,2023-12-02
CUST0148,Spokane,WA,2022-10-22
CUST0149,Springfield,IL,2022-08-21
CUST0150,Grand Rapids,MI,2022-04-03
CUST0151,Cincinnati,OH,2023-03-21
CUST0152,Detroit,MI,2022-04-11
CUST0153,Durham,NC,2023-10-11
CUST0154,Scottsdale,AZ,2023-12-22
CUST0155,Cincinnati,OH,2022-04-13
CUST0156,Charlotte,NC,2023-03-31
CUST0157,Atlanta,GA,2022-06-20
CUST0158,Tucson,AZ,2023-12-12
CUST0159,Austin,TX,2022-11-03
CUST0160,San Francisco,CA,2022-01-30
CUST0161,Columbus,OH,2022-02-17
CUST0162,Columbus,OH,2022-11-29
CUST0163,Boston,MA,2022-02-27
CUST0164,Atlanta,GA,2022-10-28
CUST0165,Naperville,IL,2023-01-03
CUST0166,Buffalo,NY,2023-01-19
CUST0167,Phoenix,AZ,2023-03-18
CUST0168,Savannah,GA,2022-05-30
CUST0169,Philadelphia,PA,2022-09-08
CUST0170,Spokane,WA,2023-06-28
CUST0171,Buffalo,NY,2023-02-26
CUST0172,Los Angeles,CA,2023-08-03
CUST0173,New York,NY,2023-11-30
CUST0174,Springfield,IL,2022-07-04
CUST0175,Knoxville,TN,2022-06-24
CUST0176,Boston,MA,2022-06-29
CUST0177,New York,NY,2022-03-22
CUST0178,San Diego,CA,2023-09-17
CUST0179,Naperville,IL,2023-01-27
CUST0180,Detroit,MI,2023-09-27
CUST0181,Columbus,OH,2023-12-01
CUST0182,Nashville,TN,2022-09-04
CUST0183,Boston,MA,2023-05-25
CUST0184,Cleveland,OH,2023-08-21
CUST0185,Spokane,WA,2022-05-27
CUST0186,Raleigh,NC,2022-08-26
CUST0187,Nashville,TN,2023-04-18
CUST0188,Memphis,TN,2023-10-16
CUST0189,Detroit,MI,2022-09-18
CUST0190,Detroit,MI,2023-04-16
CUST0191,Tucson,AZ,2022-09-19
CUST0192,Denver,CO,2023-11-14
CUST0193,Buffalo,NY,2022-01-10
CUST0194,Memphis,TN,2023-04-22
CUST0195,Cleveland,OH,2022-10-22
CUST0196,San Francisco,CA,2023-11-25
CUST0197,Orlando,FL,2023-07-14
CUST0198,Colorado Springs,CO,2022-06-11
CUST0199,Tampa,FL,2022-03-17
CUST0200,Worcester,MA,2023-03-29
CUST0201,Naperville,IL,2022-12-20
CUST0202,Cincinnati,OH,2023-08-25
CUST0203,Cleveland,OH,2022-11-03
CUST0204,Denver,CO,2023-10-17
CUST0205,Nashville,TN,2023-03-11
CUST0206,Spokane,WA,2023-12-08
CUST0207,Denver,CO,2022-09-14
CUST0208,Miami,FL,2023-04-13
CUST0209,Colorado Springs,CO,2022-11-06
CUST0210,Cincinnati,OH,2022-07-23
CUST0211,Tacoma,WA,2023-01-29
CUST0212,New York,NY,2023-05-10
CUST0213,Allentown,PA,2022-04-20
CUST0214,Tucson,AZ,2022-08-31
CUST0215,Houston,TX,2023-01-26
CUST0216,Detroit,MI,2023-08-09
CUST0217,Colorado Springs,CO,2023-01-03
CUST0218,Cambridge,MA,2023-08-12
CUST0219,Durham,NC,2022-10-30
CUST0220,Naperville,IL,2023-12-18
CUST0221,Philadelphia,PA,2022-10-30
CUST0222,Phoenix,AZ,2022-01-23
CUST0223,Scottsdale,AZ,2023-11-06
CUST0224,Phoenix,AZ,2023-02-10
CUST0225,Phoenix,AZ,2022-10-09
CUST0226,Miami,FL,2022-01-09
CUST0227,Worcester,MA,2023-08-03
CUST0228,Boston,MA,2023-12-04
CUST0229,Tacoma,WA,2022-02-20
CUST0230,Detroit,MI,2023-09-13
CUST0231,Cleveland,OH,2023-05-24
CUST0232,Phoenix,AZ,2022-10-21
CUST0233,Durham,NC,2022-08-24
CUST0234,Columbus,OH,2023-09-14
CUST0235,Worcester,MA,2022-12-27
CUST0236,San Diego,CA,2022-08-13
CUST0237,Los Angeles,CA,2023-10-14
CUST0238,Durham,NC,2022-07-14
CUST0239,Seattle,WA,2023-09-28
CUST0240,Cambridge,MA,2022-09-14
CUST0241,Durham,NC,2023-11-26
CUST0242,Tampa,FL,2023-11-07
CUST0243,Colorado Springs,CO,2023-11-29
CUST0244,Durham,NC,2022-05-21
CUST0245,Buffalo,NY,2023-10-06
CUST0246,Cleveland,OH,2022-04-10
CUST0247,Philadelphia,PA,2023-10-05
CUST0248,Augusta,GA,2023-10-24
CUST0249,Tacoma,WA,2022-02-10
CUST0250,Raleigh,NC,2022-11-13
CUST0251,Boston,MA,2023-03-28
CUST0252,Springfield,IL,2022-02-04
CUST0253,San Francisco,CA,2023-08-17
CUST0254,New York,NY,2023-01-09
CUST0255,Lansing,MI,2022-05-15
CUST0256,Scottsdale,AZ,2022-04-03
CUST0257,Savannah,GA,2022-10-30
CUST0258,Memphis,TN,2022-12-01
CUST0259,Spokane,WA,2023-03-02
CUST0260,Philadelphia,PA,2022-06-29
CUST0261,Atlanta,GA,2022-07-25
CUST0262,Raleigh,NC,2022-05-16
CUST0263,Tampa,FL,2023-07-07
CUST0264,San Diego,CA,2023-01-10
CUST0265,Boston,MA,2023-06-28
CUST0266,Los Angeles,CA,2023-05-29
CUST0267,Lansing,MI,2022-10-07
CUST0268,Miami,FL,2022-06-18
CUST0269,Scottsdale,AZ,2022-09-21
CUST0270,Cambridge,MA,2023-05-09
CUST0271,Columbus,OH,2022-10-30
CUST0272,Dallas,TX,2022-12-13
CUST0273,New York,NY,2022-04-28
CUST0274,Los Angeles,CA,2023-04-25
CUST0275,Springfield,IL,2022-03-19
CUST0276,San Francisco,CA,2022-05-25
CUST0277,Atlanta,GA,2022-08-20
CUST0278,San Francisco,CA,2023-11-24
CUST0279,Tacoma,WA,2023-11-22
CUST0280,San Diego,CA,2023-02-11
CUST0281,Dallas,TX,2023-07-25
CUST0282,Austin,TX,2023-01-10
CUST0283,Scottsdale,AZ,2022-04-03
CUST0284,Allentown,PA,2023-02-09
CUST0285,Columbus,OH,2022-01-15
CUST0286,Naperville,IL,2022-09-28
CUST0287,San Diego,CA,2023-07-04
CUST0288,San Francisco,CA,2022-05-07
CUST0289,Albany,NY,2023-04-11
CUST0290,Boston,MA,2023-01-13
CUST0291,Houston,TX,2023-11-20
CUST0292,Springfield,IL,2023-11-20
CUST0293,Phoenix,AZ,2022-09-26
CUST0294,Detroit,MI,2023-08-22
CUST0295,Allentown,PA,2023-01-26
CUST0296,Cincinnati,OH,2023-10-16
CUST0297,Miami,FL,2023-01-16
CUST0298,Cleveland,OH,2022-04-21
CUST0299,Spokane,WA,2023-11-23
CUST0300,Augusta,GA,2022-08-28
CUST0301,Seattle,WA,2023-04-28
CUST0302,San Diego,CA,2022-01-26
CUST0303,Memphis,TN,2023-09-27
CUST0304,Philadelphia,PA,2023-07-29
CUST0305,Augusta,GA,2022-12-02
CUST0306,Naperville,IL,2023-09-17
CUST0307,Orlando,FL,2022-08-15
CUST0308,Austin,TX,2023-10-26
CUST0309,Pittsburgh,PA,2022-03-06
CUST0310,Pittsburgh,PA,2023-10-13
CUST0311,Seattle,WA,2023-04-21
CUST0312,Nashville,TN,2023-12-19
CUST0313,San Diego,CA,2022-11-06
CUST0314,Raleigh,NC,2023-10-27
CUST0315,Tucson,AZ,2023-02-23
CUST0316,Seattle,WA,2022-04-30
CUST0317,Philadelphia,PA,2022-05-24
CUST0318,Boulder,CO,2022-02-16
CUST0319,New York,NY,2022-02-08
CUST0320,Tampa,FL,2022-11-08
CUST0321,Tucson,AZ,2023-05-20
CUST0322,Seattle,WA,2022-04-29
CUST0323,Tampa,FL,2022-04-10
CUST0324,Buffalo,NY,2022-08-29
CUST0325,Lansing,MI,2023-07-05
CUST0326,Albany,NY,2022-05-19
CUST0327,Memphis,TN,2023-02-02
CUST0328,Albany,NY,2023-04-10
CUST0329,Miami,FL,2023-01-15
CUST0330,Columbus,OH,2023-11-18
CUST0331,Miami,FL,2023-12-15
CUST0332,Durham,NC,2023-07-08
CUST0333,Los Angeles,CA,2023-03-06
CUST0334,Augusta,GA,2023-08-25
CUST0335,Columbus,OH,2022-06-08
CUST0336,Dallas,TX,2023-03-01
CUST0337,Augusta,GA,2023-11-02
CUST0338,San Diego,CA,2022-04-12
CUST0339,Seattle,WA,2023-05-17
CUST0340,Tucson,AZ,2023-09-23
CUST0341,Charlotte,NC,2023-02-22
CUST0342,Charlotte,NC,2022-10-14
CUST0343,Dallas,TX,2022-02-03
CUST0344,Cleveland,OH,2023-12-08
CUST0345,Nashville,TN,2023-01-15
CUST0346,Cambridge,MA,2022-08-11
CUST0347,Detroit,MI,2023-03-31
CUST0348,Albany,NY,2023-04-01
CUST0349,Columbus,OH,2022-08-30
CUST0350,Scottsdale,AZ,2023-01-07
CUST0351,Detroit,MI,2022-04-12
CUST0352,Raleigh,NC,2023-12-04
CUST0353,Tampa,FL,2023-01-12
CUST0354,Tucson,AZ,2023-07-12
CUST0355,San Diego,CA,2023-10-23
CUST0356,Austin,TX,2023-01-03
CUST0357,Los Angeles,CA,2022-03-04
CUST0358,Boston,MA,2023-02-12
CUST0359,Phoenix,AZ,2022-10-10
CUST0360,Chicago,IL,2022-07-14
CUST0361,Springfield,IL,2022-05-06
CUST0362,Seattle,WA,2023-04-11
CUST0363,Columbus,OH,2022-04-04
CUST0364,Durham,NC,2023-11-10
CUST0365,Raleigh,NC,2022-08-06
CUST0366,Buffalo,NY,2023-10-20
CUST0367,Albany,NY,2023-10-17
CUST0368,Albany,NY,2023-09-04
CUST0369,Miami,FL,2022-01-22
CUST0370,Savannah,GA,2022-02-21
CUST0371,Philadelphia,PA,2022-12-08
CUST0372,Augusta,GA,2022-09-07
CUST0373,Los Angeles,CA,2022-05-09
CUST0374,Savannah,GA,2023-08-02
CUST0375,Miami,FL,2022-07-30
CUST0376,Spokane,WA,2022-03-12
CUST0377,Los Angeles,CA,2023-07-22
CUST0378,Atlanta,GA,2022-08-01
CUST0379,Orlando,FL,2023-08-24
CUST0380,Pittsburgh,PA,2022-08-10
CUST0381,Savannah,GA,2022-08-27
CUST0382,Miami,FL,2022-12-03
CUST0383,Boston,MA,2022-06-01
CUST0384,New York,NY,2023-09-03
CUST0385,Worcester,MA,2022-01-03
CUST0386,Charlotte,NC,2022-10-11
CUST0387,Buffalo,NY,2022-05-29
CUST0388,Raleigh,NC,2022-05-14
CUST0389,Boulder,CO,2023-07-08
CUST0390,Houston,TX,2022-09-14
CUST0391,Cambridge,MA,2022-06-28
CUST0392,Dallas,TX,2022-04-23
CUST0393,Austin,TX,2023-11-08
CUST0394,Allentown,PA,2022-01-27
CUST0395,Buffalo,NY,2022-05-15
CUST0396,Colorado Springs,CO,2022-01-16
CUST0397,Durham,NC,2023-01-02
CUST0398,Orlando,FL,2022-09-01
CUST0399,Los Angeles,CA,2023-08-26
CUST0400,Miami,FL,2022-11-28
CUST0401,San Francisco,CA,2022-01-17
CUST0402,Boston,MA,2022-06-28
CUST0403,Naperville,IL,2022-09-29
CUST0404,Orlando,FL,2022-02-23
CUST0405,Atlanta,GA,2022-05-10
CUST0406,Atlanta,GA,2023-03-08
CUST0407,Cincinnati,OH,2023-06-23
CUST0408,Buffalo,NY,2022-04-27
CUST0409,San Francisco,CA,2022-03-07
CUST0410,San Diego,CA,2023-05-03
CUST0411,Tucson,AZ,2023-04-05
CUST0412,Spokane,WA,2023-01-06
CUST0413,Albany,NY,2023-06-10
CUST0414,Allentown,PA,2023-08-31
CUST0415,Columbus,OH,2022-04-22
CUST0416,Pittsburgh,PA,2023-04-08
CUST0417,Worcester,MA,2023-05-31
CUST0418,Boston,MA,2022-08-15
CUST0419,Pittsburgh,PA,2023-09-22
CUST0420,Philadelphia,PA,2022-02-14
CUST0421,Colorado Springs,CO,2023-11-06
CUST0422,Buffalo,NY,2023-06-18
CUST0423,Philadelphia,PA,2022-11-05
CUST0424,Augusta,GA,2023-04-15
CUST0425,Tacoma,WA,2023-10-21
CUST0426,Tacoma,WA,2022-02-01
CUST0427,Austin,TX,2022-03-04
CUST0428,Naperville,IL,2023-05-06
CUST0429,Worcester,MA,2023-02-16
CUST0430,San Diego,CA,2023-03-13
CUST0431,Phoenix,AZ,2023-12-04
CUST0432,Memphis,TN,2022-04-21
CUST0433,San Francisco,CA,2023-05-18
CUST0434,Chicago,IL,2023-12-31
CUST0435,Scottsdale,AZ,2023-03-31
CUST0436,Boulder,CO,2022-03-17
CUST0437,Albany,NY,2022-03-24
CUST0438,Orlando,FL,2022-11-26
CUST0439,Albany,NY,2023-09-15
CUST0440,Los Angeles,CA,2022-06-01
CUST0441,San Diego,CA,2022-03-09
CUST0442,Tucson,AZ,2022-05-10
CUST0443,Scottsdale,AZ,2022-10-09
CUST0444,Cambridge,MA,2023-10-02
CUST0445,Colorado Springs,CO,2023-10-11
CUST0446,Cambridge,MA,2023-08-23
CUST0447,Springfield,IL,2023-07-16
CUST0448,Pittsburgh,PA,2023-12-31
CUST0449,Albany,NY,2022-11-29
CUST0450,Tucson,AZ,2023-01-26
CUST0451,Durham,NC,2023-09-04
CUST0452,Chicago,IL,2023-06-28
CUST0453,Atlanta,GA,2022-10-29
CUST0454,Boulder,CO,2023-04-10
CUST0455,San Diego,CA,2023-06-02
CUST0456,Cambridge,MA,2023-09-12
CUST0457,Naperville,IL,2023-03-17
CUST0458,Knoxville,TN,2022-04-12
CUST0459,New York,NY,2023-12-20
CUST0460,Scottsdale,AZ,2022-04-28
CUST0461,San Diego,CA,2023-11-02
CUST0462,Orlando,FL,2023-10-29
CUST0463,Memphis,TN,2023-07-19
CUST0464,Colorado Springs,CO,2022-08-09
CUST0465,Chicago,IL,2023-03-17
CUST0466,Cleveland,OH,2023-04-08
CUST0467,San Francisco,CA,2022-08-22
CUST0468,New York,NY,2023-02-28
CUST0469,Dallas,TX,2022-12-14
CUST0470,Durham,NC,2023-04-10
CUST0471,Lansing,MI,2023-02-13
CUST0472,Knoxville,TN,2023-03-02
CUST0473,Pittsburgh,PA,2022-04-08
CUST0474,Grand Rapids,MI,2022-11-17
CUST0475,Buffalo,NY,2023-03-14
CUST0476,Savannah,GA,2022-11-17
CUST0477,Worcester,MA,2023-11-13
CUST0478,Atlanta,GA,2022-09-19
CUST0479,Austin,TX,2023-01-19
CUST0480,Memphis,TN,2022-06-06
CUST0481,Allentown,PA,2023-12-05
CUST0482,Columbus,OH,2023-05-01
CUST0483,Austin,TX,2022-03-10
CUST0484,Nashville,TN,2022-04-04
CUST0485,Spokane,WA,2022-03-29
CUST0486,Lansing,MI,2022-04-06
CUST0487,Austin,TX,2023-03-19
CUST0488,Lansing,MI,2022-04-09
CUST0489,San Diego,CA,2023-01-17
CUST0490,Savannah,GA,2022-05-14
CUST0491,Los Angeles,CA,2023-07-24
CUST0492,Charlotte,NC,2022-03-03
CUST0493,Tacoma,WA,2023-08-24
CUST0494,Pittsburgh,PA,2023-07-30
CUST0495,Columbus,OH,2023-07-30
CUST0496,Denver,CO,2022-12-04
CUST0497,Detroit,MI,2023-11-18
CUST0498,Columbus,OH,2022-05-06
CUST0499,Detroit,MI,2023-02-25
CUST0500,New York,NY,2022-12-29
CUST0501,Dallas,TX,2023-11-13
CUST0502,Durham,NC,2023-03-10
CUST0503,Atlanta,GA,2022-02-22
CUST0504,Boulder,CO,2022-10-22
CUST0505,Tucson,AZ,2023-09-07
CUST0506,Lansing,MI,2022-11-16
CUST0507,Cincinnati,OH,2022-12-27
CUST0508,Charlotte,NC,2022-04-17
CUST0509,Tampa,FL,2023-08-15
CUST0510,Colorado Springs,CO,2023-06-04
CUST0511,Orlando,FL,2022-08-06
CUST0512,San Francisco,CA,2022-06-08
CUST0513,Savannah,GA,2023-11-04
CUST0514,Boston,MA,2023-05-09
CUST0515,Boston,MA,2022-08-18
CUST0516,Scottsdale,AZ,2022-04-21
CUST0517,Albany,NY,2022-12-25
CUST0518,Columbus,OH,2023-07-24
CUST0519,Nashville,TN,2023-01-12
CUST0520,Tucson,AZ,2022-04-28
CUST0521,Houston,TX,2022-10-13
CUST0522,Houston,TX,2023-08-11
CUST0523,Cincinnati,OH,2022-08-20
CUST0524,Knoxville,TN,2023-03-16
CUST0525,Pittsburgh,PA,2023-07-29
CUST0526,New York,NY,2023-09-29
CUST0527,Durham,NC,2023-09-21
CUST0528,Detroit,MI,2023-11-23
CUST0529,Nashville,TN,2023-10-21
CUST0530,Cambridge,MA,2023-07-25
CUST0531,Denver,CO,2022-01-27
CUST0532,Pittsburgh,PA,2023-09-16
CUST0533,Lansing,MI,2023-11-05
CUST0534,Lansing,MI,2023-12-12
CUST0535,Allentown,PA,2022-10-01
CUST0536,San Diego,CA,2022-01-30
CUST0537,Orlando,FL,2022-07-04
CUST0538,Grand Rapids,MI,2022-10-07
CUST0539,Allentown,PA,2023-12-21
CUST0540,Knoxville,TN,2022-11-13
CUST0541,Allentown,PA,2022-12-14
CUST0542,Spokane,WA,2022-12-26
CUST0543,Scottsdale,AZ,2022-01-07
CUST0544,Springfield,IL,2022-07-05
CUST0545,Los Angeles,CA,2022-05-27
CUST0546,Augusta,GA,2023-08-03
CUST0547,Springfield,IL,2023-11-05
CUST0548,Tucson,AZ,2023-02-15
CUST0549,Tucson,AZ,2022-03-13
CUST0550,Phoenix,AZ,2022-05-26
CUST0551,Naperville,IL,2023-10-11
CUST0552,Cleveland,OH,2022-02-01
CUST0553,Tampa,FL,2022-04-04
CUST0554,Pittsburgh,PA,2023-06-28
CUST0555,Colorado Springs,CO,2022-08-09
CUST0556,Miami,FL,2023-01-21
CUST0557,Cambridge,MA,2023-03-06
CUST0558,Memphis,TN,2023-04-10
CUST0559,New York,NY,2022-12-16
CUST0560,Cincinnati,OH,2022-06-11
CUST0561,Savannah,GA,2023-01-14
CUST0562,Miami,FL,2022-11-16
CUST0563,Boulder,CO,2022-11-29
CUST0564,Dallas,TX,2023-08-05
CUST0565,Tucson,AZ,2023-09-03
CUST0566,Lansing,MI,2022-03-28
CUST0567,Boston,MA,2022-02-23
CUST0568,New York,NY,2022-06-09
CUST0569,Los Angeles,CA,2022-06-11
CUST0570,Atlanta,GA,2023-09-25
CUST0571,Memphis,TN,2022-02-20
CUST0572,Albany,NY,2023-11-22
CUST0573,Phoenix,AZ,2022-03-25
CUST0574,Lansing,MI,2022-10-06
CUST0575,Columbus,OH,2023-03-30
CUST0576,Detroit,MI,2023-11-09
CUST0577,Springfield,IL,2023-03-11
CUST0578,Grand Rapids,MI,2023-05-13
CUST0579,Springfield,IL,2023-09-14
CUST0580,Worcester,MA,2023-03-29
CUST0581,Cleveland,OH,2023-03-01
CUST0582,Memphis,TN,2022-10-07
CUST0583,Charlotte,NC,2022-08-09
CUST0584,Phoenix,AZ,2023-06-09
CUST0585,Springfield,IL,2022-04-27
CUST0586,San Francisco,CA,2022-12-20
CUST0587,Lansing,MI,2023-03-17
CUST0588,Lansing,MI,2022-04-24
CUST0589,Los Angeles,CA,2022-10-18
CUST0590,Knoxville,TN,2023-11-26
CUST0591,Dallas,TX,2023-11-26
CUST0592,Cambridge,MA,2023-08-31
CUST0593,Philadelphia,PA,2023-05-14
CUST0594,Raleigh,NC,2023-06-24
CUST0595,Savannah,GA,2023-11-15
CUST0596,Boulder,CO,2022-11-12
CUST0597,Springfield,IL,2022-02-16
CUST0598,San Diego,CA,2022-08-14
CUST0599,Colorado Springs,CO,2023-02-09
CUST0600,Cincinnati,OH,2023-09-06
CUST0601,Knoxville,TN,2022-02-26
CUST0602,Naperville,IL,2022-01-08
CUST0603,Philadelphia,PA,2022-07-29
CUST0604,Boulder,CO,2022-11-05
CUST0605,Columbus,OH,2022-08-05
CUST0606,Buffalo,NY,2022-05-21
CUST0607,Tucson,AZ,2022-09-19
CUST0608,Grand Rapids,MI,2022-10-24
CUST0609,New York,NY,2022-12-02
CUST0610,Springfield,IL,2022-05-03
CUST0611,Pittsburgh,PA,2022-01-08
CUST0612,Durham,NC,2023-05-25
CUST0613,Colorado Springs,CO,2023-03-17
CUST0614,Cambridge,MA,2022-06-29
CUST0615,Scottsdale,AZ,2022-05-13
CUST0616,Chicago,IL,2023-01-25
CUST0617,Memphis,TN,2023-06-30
CUST0618,Los Angeles,CA,2023-12-22
CUST0619,Worcester,MA,2022-08-24
CUST0620,Worcester,MA,2023-05-28
CUST0621,Boston,MA,2023-07-27
CUST0622,Orlando,FL,2023-11-16
CUST0623,Naperville,IL,2022-12-29
CUST0624,Scottsdale,AZ,2022-03-15
CUST0625,Lansing,MI,2023-02-11
CUST0626,Detroit,MI,2022-02-13
CUST0627,Chicago,IL,2023-03-23
CUST0628,Cincinnati,OH,2022-01-20
CUST0629,Orlando,FL,2023-04-16
CUST0630,Los Angeles,CA,2022-03-21
CUST0631,Cambridge,MA,2022-11-17
CUST0632,Boston,MA,2023-08-13
CUST0633,Chicago,IL,2023-03-16
CUST0634,Cleveland,OH,2023-08-11
CUST0635,Grand Rapids,MI,2023-02-19
CUST0636,Grand Rapids,MI,2023-12-28
CUST0637,Philadelphia,PA,2023-10-18
CUST0638,Springfield,IL,2023-03-04
CUST0639,Orlando,FL,2022-10-24
CUST0640,Dallas,TX,2022-04-28
CUST0641,Orlando,FL,2023-02-19
CUST0642,Memphis,TN,2022-01-22
CUST0643,Grand Rapids,MI,2022-11-29
CUST0644,Grand Rapids,MI,2022-06-25
CUST0645,New York,NY,2023-09-25
CUST0646,Grand Rapids,MI,2023-04-17
CUST0647,Los Angeles,CA,2023-12-08
CUST0648,Augusta,GA,2023-01-06
CUST0649,Naperville,IL,2022-04-01
CUST0650,Denver,CO,2023-03-24
